Es,CA,Ds,Ms,E1,C1,D1,M1,V1,E2,C2,SBET,PS,PV,Oα,Oβ,m,T(℃),t(min),CHg,GHSV,HCl,SO2,O2,H2O,NO,NH3,RHg
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,645,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.78 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,660,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.35 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,675,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,81.93 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,690,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,82.03 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,705,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,81.07 
1.12,45.35 ,185,138.905,1.55,45.35,127 ,54.938 ,3.11 ,0,0.00 ,10.13 ,23.827 ,0.059 ,32.8,67.2,0.5,200,720,70,50000,0.00001,0.0004,0.04,0.1,0.0004,0.0004,81.71 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,10,250,200000,0,0,0,0,0,0,84.66 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,20,250,200000,0,0,0,0,0,0,83.18 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,30,250,200000,0,0,0,0,0,0,79.41 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,40,250,200000,0,0,0,0,0,0,78.33 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,50,250,200000,0,0,0,0,0,0,75.24 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,60,250,200000,0,0,0,0,0,0,74.16 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,70,250,200000,0,0,0,0,0,0,72.41 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,80,250,200000,0,0,0,0,0,0,69.72 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,90,250,200000,0,0,0,0,0,0,69.72 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,100,250,200000,0,0,0,0,0,0,64.47 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,10,250,200000,0,0,0,0,0,0,96.23 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,20,250,200000,0,0,0,0,0,0,95.83 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,30,250,200000,0,0,0,0,0,0,95.29 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,40,250,200000,0,0,0,0,0,0,94.21 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,50,250,200000,0,0,0,0,0,0,93.94 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,60,250,200000,0,0,0,0,0,0,93.67 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,70,250,200000,0,0,0,0,0,0,91.79 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,80,250,200000,0,0,0,0,0,0,92.06 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,90,250,200000,0,0,0,0,0,0,89.37 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,100,250,200000,0,0,0,0,0,0,88.56 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,10,250,200000,0,0,0,0,0,0,86.68 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,20,250,200000,0,0,0,0,0,0,91.79 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,30,250,200000,0,0,0,0,0,0,94.08 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,40,250,200000,0,0,0,0,0,0,94.21 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,50,250,200000,0,0,0,0,0,0,94.08 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,60,250,200000,0,0,0,0,0,0,94.08 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,70,250,200000,0,0,0,0,0,0,94.35 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,80,250,200000,0,0,0,0,0,0,94.35 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,90,250,200000,0,0,0,0,0,0,94.62 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,100,250,200000,0,0,0,0,0,0,95.02 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,10,250,200000,0,0,0,0,0,0,97.31 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,20,250,200000,0,0,0,0,0,0,97.58 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,30,250,200000,0,0,0,0,0,0,97.17 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,40,250,200000,0,0,0,0,0,0,97.17 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,50,250,200000,0,0,0,0,0,0,96.90 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,60,250,200000,0,0,0,0,0,0,96.64 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,70,250,200000,0,0,0,0,0,0,95.96 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,80,250,200000,0,0,0,0,0,0,95.42 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,90,250,200000,0,0,0,0,0,0,95.15 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,100,250,200000,0,0,0,0,0,0,95.02 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,10,250,200000,0,0,0,0,0,0,69.72 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,20,250,200000,0,0,0,0,0,0,67.83 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,30,250,200000,0,0,0,0,0,0,67.43 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,40,250,200000,0,0,0,0,0,0,66.35 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,50,250,200000,0,0,0,0,0,0,67.97 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,60,250,200000,0,0,0,0,0,0,66.08 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,70,250,200000,0,0,0,0,0,0,66.62 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,80,250,200000,0,0,0,0,0,0,64.74 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,90,250,200000,0,0,0,0,0,0,67.56 
1.83,83.55 ,126,55.845,1.55,32.38,127 ,54.938 ,2.95 ,1.12,51.17 ,39.55 ,5.563 ,0.167 ,75,25,0.05,150,100,250,200000,0,0,0,0,0,0,67.03 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,10,250,200000,0,0,0,0,0,0,92.84 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,20,250,200000,0,0,0,0,0,0,91.51 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,30,250,200000,0,0,0,0,0,0,91.91 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,40,250,200000,0,0,0,0,0,0,92.44 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,50,250,200000,0,0,0,0,0,0,92.04 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,60,250,200000,0,0,0,0,0,0,91.78 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,70,250,200000,0,0,0,0,0,0,91.91 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,80,250,200000,0,0,0,0,0,0,92.71 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,90,250,200000,0,0,0,0,0,0,92.84 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,50,100,250,200000,0,0,0,0,0,0,92.84 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,10,250,200000,0,0,0,0,0,0,29.71 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,20,250,200000,0,0,0,0,0,0,33.95 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,30,250,200000,0,0,0,0,0,0,25.86 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,40,250,200000,0,0,0,0,0,0,16.45 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,50,250,200000,0,0,0,0,0,0,3.32 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,60,250,200000,0,0,0,0,0,0,5.84 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,70,250,200000,0,0,0,0,0,0,7.16 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,80,250,200000,0,0,0,0,0,0,4.11 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,90,250,200000,0,0,0,0,0,0,3.71 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,250,100,250,200000,0,0,0,0,0,0,3.58 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,10,375,200000,0,0,0,0,0,0,88.67 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,20,375,200000,0,0,0,0,0,0,87.02 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,30,375,200000,0,0,0,0,0,0,85.22 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,40,375,200000,0,0,0,0,0,0,81.49 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,50,375,200000,0,0,0,0,0,0,79.70 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,60,375,200000,0,0,0,0,0,0,79.28 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,70,375,200000,0,0,0,0,0,0,77.90 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,80,375,200000,0,0,0,0,0,0,77.49 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,90,375,200000,0,0,0,0,0,0,75.28 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,100,375,200000,0,0,0,0,0,0,72.65 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,10,375,200000,0,0,0,0,0,0,93.78 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,20,375,200000,0,0,0,0,0,0,94.06 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,30,375,200000,0,0,0,0,0,0,93.65 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,40,375,200000,0,0,0,0,0,0,92.82 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,50,375,200000,0,0,0,0,0,0,91.44 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,60,375,200000,0,0,0,0,0,0,91.02 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,70,375,200000,0,0,0,0,0,0,90.19 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,80,375,200000,0,0,0,0,0,0,89.78 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,90,375,200000,0,0,0,0,0,0,88.95 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,100,375,200000,0,0,0,0,0,0,87.98 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,10,250,200000,0,0.001,0,0,0,0,68.00 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,20,250,200000,0,0.001,0,0,0,0,69.52 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,30,250,200000,0,0.001,0,0,0,0,68.83 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,40,250,200000,0,0.001,0,0,0,0,75.31 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,50,250,200000,0,0.001,0,0,0,0,88.69 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,60,250,200000,0,0.001,0,0,0,0,91.86 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,70,250,200000,0,0.001,0,0,0,0,92.83 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,80,250,200000,0,0.001,0,0,0,0,93.10 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,90,250,200000,0,0.001,0,0,0,0,90.48 
1.83,66.30 ,126,55.845,1.55,66.3,127 ,54.938 ,3.03 ,0,0.00 ,5.42 ,17.699 ,0.042 ,70,30,0.05,150,100,250,200000,0,0.001,0,0,0,0,90.62 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,10,250,200000,0,0.001,0,0,0,0,33.93 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,20,250,200000,0,0.001,0,0,0,0,40.28 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,30,250,200000,0,0.001,0,0,0,0,43.03 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,40,250,200000,0,0.001,0,0,0,0,43.59 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,50,250,200000,0,0.001,0,0,0,0,34.48 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,60,250,200000,0,0.001,0,0,0,0,27.45 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,70,250,200000,0,0.001,0,0,0,0,23.31 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,80,250,200000,0,0.001,0,0,0,0,17.93 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,90,250,200000,0,0.001,0,0,0,0,13.38 
1.83,76.25 ,126,55.845,1.55,46.72,127 ,54.938 ,2.77 ,1.12,29.53 ,25.95 ,7.850 ,0.107 ,61,39,0.05,150,100,250,200000,0,0.001,0,0,0,0,8.28 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,10,250,200000,0,0.001,0,0,0,0,81.24 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,20,250,200000,0,0.001,0,0,0,0,90.21 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,30,250,200000,0,0.001,0,0,0,0,92.69 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,40,250,200000,0,0.001,0,0,0,0,93.79 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,50,250,200000,0,0.001,0,0,0,0,94.48 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,60,250,200000,0,0.001,0,0,0,0,95.17 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,70,250,200000,0,0.001,0,0,0,0,95.59 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,80,250,200000,0,0.001,0,0,0,0,95.17 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,90,250,200000,0,0.001,0,0,0,0,92.83 
1.83,79.31 ,126,55.845,1.55,40.71,127 ,54.938 ,3.09 ,1.12,38.60 ,48.59 ,6.940 ,0.178 ,60,40,0.05,150,100,250,200000,0,0.001,0,0,0,0,91.17 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,10,250,200000,0,0.001,0,0,0,0,93.66 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,20,250,200000,0,0.001,0,0,0,0,94.34 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,30,250,200000,0,0.001,0,0,0,0,96.00 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,40,250,200000,0,0.001,0,0,0,0,96.28 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,50,250,200000,0,0.001,0,0,0,0,96.28 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,60,250,200000,0,0.001,0,0,0,0,96.14 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,70,250,200000,0,0.001,0,0,0,0,95.72 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,80,250,200000,0,0.001,0,0,0,0,95.03 
1.83,81.67 ,126,55.845,1.55,36.07,127 ,54.938 ,3.16 ,1.12,45.60 ,45.40 ,11.868 ,0.269 ,76,24,0.05,150,90,250,200000,0,0.001,0,0,0,0,94.21 
