Es,CA,Ds,Ms,E1,C1,D1,M1,V1,E2,C2,SBET,PS,PV,Oα,Oβ,m,T(℃),t(min),CHg,GHSV,HCl,SO2,O2,H2O,NO,NH3,RHg
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,180,55,150000,0,0,0.06,0,0,0,83.08 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0.00025,0.06,0,0,0,84.18 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,20,55,150000,0,0.00025,0.06,0,0,0,94.62 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,30,55,150000,0,0.00025,0.06,0,0,0,94.62 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,40,55,150000,0,0.00025,0.06,0,0,0,92.42 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,50,55,150000,0,0.00025,0.06,0,0,0,91.65 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,60,55,150000,0,0.00025,0.06,0,0,0,91.21 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,70,55,150000,0,0.00025,0.06,0,0,0,89.34 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,80,55,150000,0,0.00025,0.06,0,0,0,87.80 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,90,55,150000,0,0.00025,0.06,0,0,0,85.93 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,100,55,150000,0,0.00025,0.06,0,0,0,85.60 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,110,55,150000,0,0.00025,0.06,0,0,0,85.16 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,120,55,150000,0,0.00025,0.06,0,0,0,84.51 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,130,55,150000,0,0.00025,0.06,0,0,0,84.18 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,140,55,150000,0,0.00025,0.06,0,0,0,83.74 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,150,55,150000,0,0.00025,0.06,0,0,0,83.19 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,160,55,150000,0,0.00025,0.06,0,0,0,82.86 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,170,55,150000,0,0.00025,0.06,0,0,0,81.76 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,180,55,150000,0,0.00025,0.06,0,0,0,79.67 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0.0005,0.06,0,0,0,76.59 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,20,55,150000,0,0.0005,0.06,0,0,0,93.41 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,30,55,150000,0,0.0005,0.06,0,0,0,91.21 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,40,55,150000,0,0.0005,0.06,0,0,0,89.78 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,50,55,150000,0,0.0005,0.06,0,0,0,88.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,60,55,150000,0,0.0005,0.06,0,0,0,88.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,70,55,150000,0,0.0005,0.06,0,0,0,88.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,80,55,150000,0,0.0005,0.06,0,0,0,88.46 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,90,55,150000,0,0.0005,0.06,0,0,0,88.35 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,100,55,150000,0,0.0005,0.06,0,0,0,88.13 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,110,55,150000,0,0.0005,0.06,0,0,0,88.68 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,120,55,150000,0,0.0005,0.06,0,0,0,89.23 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,130,55,150000,0,0.0005,0.06,0,0,0,87.69 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,140,55,150000,0,0.0005,0.06,0,0,0,87.14 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,150,55,150000,0,0.0005,0.06,0,0,0,87.14 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,160,55,150000,0,0.0005,0.06,0,0,0,87.14 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,170,55,150000,0,0.0005,0.06,0,0,0,87.14 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,180,55,150000,0,0.0005,0.06,0,0,0,86.81 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0.00075,0.06,0,0,0,92.09 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,20,55,150000,0,0.00075,0.06,0,0,0,95.71 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,30,55,150000,0,0.00075,0.06,0,0,0,93.52 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,40,55,150000,0,0.00075,0.06,0,0,0,92.09 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,50,55,150000,0,0.00075,0.06,0,0,0,87.69 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,60,55,150000,0,0.00075,0.06,0,0,0,86.37 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,70,55,150000,0,0.00075,0.06,0,0,0,84.95 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,80,55,150000,0,0.00075,0.06,0,0,0,82.97 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,90,55,150000,0,0.00075,0.06,0,0,0,82.97 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,100,55,150000,0,0.00075,0.06,0,0,0,82.31 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,110,55,150000,0,0.00075,0.06,0,0,0,81.76 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,120,55,150000,0,0.00075,0.06,0,0,0,81.21 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,130,55,150000,0,0.00075,0.06,0,0,0,79.56 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,140,55,150000,0,0.00075,0.06,0,0,0,78.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,150,55,150000,0,0.00075,0.06,0,0,0,77.25 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,160,55,150000,0,0.00075,0.06,0,0,0,76.48 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,170,55,150000,0,0.00075,0.06,0,0,0,76.37 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,180,55,150000,0,0.00075,0.06,0,0,0,75.82 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0.001,0.06,0,0,0,66.37 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,20,55,150000,0,0.001,0.06,0,0,0,91.65 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,30,55,150000,0,0.001,0.06,0,0,0,90.33 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,40,55,150000,0,0.001,0.06,0,0,0,88.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,50,55,150000,0,0.001,0.06,0,0,0,87.36 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,60,55,150000,0,0.001,0.06,0,0,0,86.48 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,70,55,150000,0,0.001,0.06,0,0,0,86.26 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,80,55,150000,0,0.001,0.06,0,0,0,84.95 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,90,55,150000,0,0.001,0.06,0,0,0,83.19 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,100,55,150000,0,0.001,0.06,0,0,0,82.64 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,110,55,150000,0,0.001,0.06,0,0,0,82.75 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,120,55,150000,0,0.001,0.06,0,0,0,81.43 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,130,55,150000,0,0.001,0.06,0,0,0,81.43 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,140,55,150000,0,0.001,0.06,0,0,0,78.79 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,150,55,150000,0,0.001,0.06,0,0,0,79.56 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,160,55,150000,0,0.001,0.06,0,0,0,78.24 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,170,55,150000,0,0.001,0.06,0,0,0,75.82 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,180,55,150000,0,0.001,0.06,0,0,0,74.07 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0.0015,0.06,0,0,0,64.62 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,20,55,150000,0,0.0015,0.06,0,0,0,83.74 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,30,55,150000,0,0.0015,0.06,0,0,0,84.73 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,40,55,150000,0,0.0015,0.06,0,0,0,84.73 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,50,55,150000,0,0.0015,0.06,0,0,0,85.93 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,60,55,150000,0,0.0015,0.06,0,0,0,83.52 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,70,55,150000,0,0.0015,0.06,0,0,0,82.75 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,80,55,150000,0,0.0015,0.06,0,0,0,81.54 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,90,55,150000,0,0.0015,0.06,0,0,0,81.10 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,100,55,150000,0,0.0015,0.06,0,0,0,80.99 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,110,55,150000,0,0.0015,0.06,0,0,0,80.22 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,120,55,150000,0,0.0015,0.06,0,0,0,78.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,130,55,150000,0,0.0015,0.06,0,0,0,74.07 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,140,55,150000,0,0.0015,0.06,0,0,0,73.41 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,150,55,150000,0,0.0015,0.06,0,0,0,71.98 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,160,55,150000,0,0.0015,0.06,0,0,0,70.66 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,170,55,150000,0,0.0015,0.06,0,0,0,65.82 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,180,55,150000,0,0.0015,0.06,0,0,0,61.32 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,10,55,150000,0,0,0.06,0,0,0,88.54 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,20,55,150000,0,0,0.06,0,0,0,96.25 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,30,55,150000,0,0,0.06,0,0,0,96.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,40,55,150000,0,0,0.06,0,0,0,96.47 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,50,55,150000,0,0,0.06,0,0,0,96.25 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,60,55,150000,0,0,0.06,0,0,0,96.04 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,70,55,150000,0,0.0005,0.06,0,0,0,98.29 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,80,55,150000,0,0.0005,0.06,0,0,0,98.18 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,90,55,150000,0,0.0005,0.06,0,0,0,98.29 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,100,55,150000,0,0.0005,0.06,0,0,0,98.07 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,110,55,150000,0,0.0005,0.06,0,0,0,97.11 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,120,55,150000,0,0.0005,0.06,0,0,0,97.22 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,130,55,150000,0,0,0.06,0,0,0,97.11 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,140,55,150000,0,0,0.06,0,0,0,96.68 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,150,55,150000,0,0,0.06,0,0,0,96.47 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,160,55,150000,0,0,0.06,0,0,0,96.36 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,170,55,150000,0,0,0.06,0,0,0,97.22 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,50,180,55,150000,0,0,0.06,0,0,0,97.64 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,10,55,150000,0,0,0.06,0,0,0,93.58 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,20,55,150000,0,0,0.06,0,0,0,97.64 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,30,55,150000,0,0,0.06,0,0,0,98.29 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,40,55,150000,0,0,0.06,0,0,0,97.75 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,50,55,150000,0,0,0.06,0,0,0,97.43 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,60,55,150000,0,0,0.06,0,0,0,96.57 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,70,55,150000,0,0.0005,0.06,0,0,0,95.93 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,80,55,150000,0,0.0005,0.06,0,0,0,96.68 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,90,55,150000,0,0.0005,0.06,0,0,0,96.47 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,100,55,150000,0,0.0005,0.06,0,0,0,95.61 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,110,55,150000,0,0.0005,0.06,0,0,0,95.29 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,120,55,150000,0,0.0005,0.06,0,0,0,95.50 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,130,55,150000,0,0,0.06,0,0,0,95.29 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,140,55,150000,0,0,0.06,0,0,0,94.11 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,150,55,150000,0,0,0.06,0,0,0,93.15 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,160,55,150000,0,0,0.06,0,0,0,93.25 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,170,55,150000,0,0,0.06,0,0,0,93.79 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,100,180,55,150000,0,0,0.06,0,0,0,93.58 
1.55,51.38 ,127,54.938,1.66,48.62,128 ,51.996 ,3.95 ,0,0.00 ,44.63 ,146.500 ,0.287 ,73.6,24.4,0.3,120,10,55,150000,0,0,0.06,0,0,0,89.40 
